,CreatedDate,ClosedDate,Agency,ComplaintType,Descriptor,City
288860,2011-06-21 21:16:00,2011-06-23 20:45:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",BROOKLYN
288861,2011-06-21 21:36:00,2011-06-22 04:35:00,DEP,Water System,Hydrant Running (WC3),BROOKLYN
288862,2011-06-21 21:34:00,2011-06-23 21:00:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
288863,2011-06-21 21:41:00,2011-06-22 05:40:00,DEP,Water System,Hydrant Running (WC3),BROOKLYN
288864,2011-06-21 21:47:00,2011-07-27 17:45:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",NEW YORK
288865,2011-06-21 21:27:00,2011-06-22 11:00:00,DEP,Sewer,Catch Basin Search (SC2),BRONX
288866,2011-06-21 21:56:00,2011-06-22 09:00:00,DEP,Sewer,Catch Basin Search (SC2),NEW YORK
288867,2011-06-21 22:08:00,2011-06-22 02:55:00,DEP,Water System,Hydrant Running Full (WA4),BRONX
288868,2011-06-21 22:06:00,2011-07-11 14:15:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",BROOKLYN
288869,2011-06-21 22:31:00,2011-06-30 19:45:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
288870,2011-06-21 22:11:00,2011-06-28 13:15:00,DEP,Noise,Noise: Construction Equipment (NC1),BROOKLYN
288871,2011-06-21 22:12:00,2011-06-30 19:45:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
288872,2011-06-21 22:16:00,2011-06-22 05:55:00,DEP,Water System,Hydrant Knocked Over/Missing (WC),BROOKLYN
288873,2011-06-21 22:25:00,2011-06-22 02:50:00,DEP,Water System,Hydrant Running Full (WA4),BROOKLYN
288874,2011-06-21 22:23:00,2011-06-24 00:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN
288875,2011-06-21 22:18:00,2011-06-24 01:45:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
288876,2011-06-21 22:19:00,2011-06-22 11:00:00,DEP,Water System,Dirty Water (WE),JAMAICA
288877,2011-06-21 22:24:00,2011-06-24 01:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),NEW YORK
288878,2011-06-21 22:31:00,2011-06-21 22:45:00,DEP,Water System,Leak (Use Comments) (WA2),ROSEDALE
288879,2011-06-21 22:30:00,2011-06-22 07:55:00,DEP,Water System,Leak (Use Comments) (WA2),BRONX
288880,2011-06-21 22:29:00,2011-06-28 15:18:00,DEP,Noise,"Noise, Barking Dog (NR5)",BRONX
288881,2011-06-21 22:35:00,2011-06-24 01:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),NEW YORK
288882,2011-06-21 22:42:00,2011-07-01 17:11:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),MIDDLE VILLAGE
288883,2011-06-21 22:40:00,2011-06-23 20:45:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
288884,2011-06-21 22:47:00,2011-06-30 19:45:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
288885,2011-06-21 22:45:00,2011-07-11 23:00:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",NEW YORK
288886,2011-06-21 22:50:00,2011-07-11 23:00:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",NEW YORK
288887,2011-06-21 22:49:00,2011-06-30 19:45:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
288888,2011-06-21 22:51:00,2011-06-22 00:45:00,DEP,Water System,Plate Missing/Moved-Exposing Hole (WF4),NEW YORK
288889,2011-06-21 22:38:00,2011-06-25 17:20:00,DEP,Water System,Dirty Water (WE),BROOKLYN
288890,2011-06-21 22:58:00,2011-06-22 09:10:00,DEP,Sewer,Plate Missing/Moved-Exposing Hole (SB4),BROOKLYN
288891,2011-06-21 22:58:00,2011-06-24 01:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),NEW YORK
288892,2011-06-21 22:58:00,2011-12-13 13:36:00,DEP,Noise,Noise: Private Carting Noise (NQ1),CAMBRIA HEIGHTS
288893,2011-06-21 23:05:00,2011-06-22 02:30:00,DEP,Water System,Hydrant Running Full (WA4),BRONX
288894,2011-06-21 18:00:00,2011-07-13 11:45:00,DEP,Sewer,Defective/Missing Curb Piece (SC4),BROOKLYN
288895,2011-06-21 23:12:00,2011-06-30 19:45:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
288896,2011-06-21 23:10:00,2011-06-22 01:45:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),JAMAICA
288897,2011-06-21 23:16:00,2011-06-24 01:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),NEW YORK
288898,2011-06-21 23:19:00,2011-06-24 01:15:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
288899,2011-06-21 23:05:00,2011-07-15 11:05:00,DEP,Water System,Dirty Water (WE),FLUSHING
288900,2011-06-21 23:21:00,2011-06-22 15:36:00,DEP,Water System,Leak (Use Comments) (WA2),STATEN ISLAND
288901,2011-06-21 23:30:00,2011-06-23 11:20:00,DEP,Water System,Hydrant Running Full (WA4),BROOKLYN
288902,2011-06-21 23:27:00,2011-06-22 11:42:00,DEP,Water System,Dirty Water (WE),JAMAICA
288903,2011-06-21 23:04:00,2011-06-23 14:30:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN
288904,2011-06-21 23:33:00,2011-06-23 21:00:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),NEW YORK
288905,2011-06-21 23:38:00,2011-06-23 21:00:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
288906,2011-06-21 23:48:00,2011-06-21 23:50:00,DEP,Water System,Hydrant Knocked Over/Missing (WC),BROOKLYN
288907,2011-06-21 23:55:00,2011-06-22 04:20:00,DEP,Sewer,Sewer Odor (SA2),LITTLE NECK
288908,2011-06-20 23:58:00,2011-06-28 19:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),NEW YORK
288909,2011-06-20 23:38:00,2011-06-21 05:20:00,DEP,Water System,Hydrant Running Full (WA4),NEW YORK
288910,2011-06-21 00:11:00,2011-06-28 15:26:00,DEP,Noise,"Noise, Barking Dog (NR5)",BROOKLYN
288911,2011-06-21 00:15:00,2011-06-27 21:15:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
288912,2011-06-21 00:26:00,2011-06-24 00:00:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
288913,2011-06-21 00:26:00,2011-06-22 00:20:00,DEP,Water System,Hydrant Leaking (WC1),BROOKLYN
288914,2011-06-21 00:36:00,2011-06-21 09:45:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),SOUTH RICHMOND HILL
288915,2011-06-21 07:40:00,2011-06-21 09:10:00,DEP,Asbestos,Asbestos Complaint (B1),NEW YORK
288916,2011-06-21 00:45:00,2011-06-21 09:04:00,DEP,Water System,Hydrant Running (WC3),BROOKLYN
288917,2011-06-21 00:51:00,2011-06-29 10:45:00,DEP,Noise,Noise: Construction Equipment (NC1),BROOKLYN
288918,2011-06-21 01:03:00,2011-06-21 08:39:00,DEP,Water System,Leak (Use Comments) (WA2),BRONX
288919,2011-06-21 01:09:00,2011-06-27 20:30:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
288920,2011-06-21 01:17:00,2011-06-21 10:35:00,DEP,Water System,Hydrant Running Full (WA4),NEW YORK
288921,2011-06-21 01:31:00,2011-06-21 01:40:00,DEP,Water System,Hydrant Running Full (WA4),NEW YORK
288922,2011-06-21 01:53:00,2011-06-28 15:24:00,DEP,Noise,"Noise, Barking Dog (NR5)",WOODHAVEN
288923,2011-06-21 01:54:00,2011-06-21 10:00:00,DEP,Air Quality,"Air: Smoke, Commercial (AA2)",NEW YORK
288924,2011-06-21 02:15:00,2011-09-01 09:40:00,DEP,Water System,Defective Street Cut (WZZ1),BRONX
288925,2011-06-21 02:15:00,2011-09-01 10:05:00,DEP,Water System,Defective Street Cut (WZZ1),BRONX
288926,2011-06-21 02:15:00,2011-07-19 12:20:00,DEP,Water System,Other Water Problem (Use Comments) (WZZ),BRONX
288927,2011-06-21 02:15:00,2011-09-01 09:15:00,DEP,Water System,Defective Street Cut (WZZ1),BRONX
288928,2011-06-21 02:15:00,2011-08-11 18:10:00,DEP,Water System,Defective Street Cut (WZZ1),BRONX
288929,2011-06-21 02:15:00,2011-07-07 10:10:00,DEP,Water System,Defective Street Cut (WZZ1),BRONX
288930,2011-06-21 02:15:00,2011-09-01 20:50:00,DEP,Water System,Defective Street Cut (WZZ1),BRONX
288931,2011-06-21 02:15:00,2011-06-27 13:10:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),LONG ISLAND CITY
288932,2011-06-21 02:15:00,2011-06-22 19:15:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),NEW YORK
288933,2011-06-21 02:15:00,2011-06-23 11:15:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),NEW YORK
288934,2011-06-21 02:15:00,2011-06-23 13:10:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),NEW YORK
288935,2011-06-21 02:15:00,2011-06-22 07:25:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),NEW YORK
288936,2011-06-21 02:15:00,2011-06-23 10:45:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),NEW YORK
288937,2011-06-21 02:15:00,2011-07-01 12:20:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),NEW YORK
288938,2011-06-21 02:15:00,2011-06-24 09:50:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),OAKLAND GARDENS
288939,2011-06-21 02:15:00,2011-06-22 13:10:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),FLUSHING
288940,2011-06-21 02:15:00,2011-06-22 16:45:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),NEW YORK
288941,2011-06-21 02:15:00,2011-06-21 06:25:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),NEW YORK
288942,2011-06-21 07:45:00,2011-06-30 21:10:00,DEP,Water System,Leak (Use Comments) (WA2),BRONX
288943,2011-06-21 01:09:00,2011-06-24 01:00:00,DEP,Noise,Noise: Construction Equipment (NC1),FLUSHING
288944,2011-06-21 04:03:00,2011-06-29 01:45:00,DEP,Noise,Noise: Alarms (NR3),BROOKLYN
288945,2011-06-21 05:39:00,2011-07-06 19:00:00,DEP,Water System,Leak (Use Comments) (WA2),REGO PARK
288946,2011-06-21 05:58:00,2011-07-05 19:20:00,DEP,Water System,Hydrant Locking Device Request (Use Comments) (WC5),BRONX
288947,2011-06-21 05:57:00,2011-06-30 15:45:00,DEP,Noise,Noise: Alarms (NR3),NEW YORK
288948,2011-06-21 06:00:00,2011-07-25 08:20:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),FLUSHING
288949,2011-06-21 06:02:00,2011-06-28 15:49:00,DEP,Noise,"Noise, Barking Dog (NR5)",HOWARD BEACH
288950,2011-06-21 06:04:00,2011-07-01 13:30:00,DEP,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",BROOKLYN
288951,2011-06-21 06:09:00,2011-06-29 00:00:00,DEP,Noise,"Noise, Barking Dog (NR5)",BRONX
288952,2011-06-21 06:11:00,2011-06-29 16:31:00,DEP,Noise,"Noise, Barking Dog (NR5)",BROOKLYN
288953,2011-06-21 06:13:00,2011-06-29 00:00:00,DEP,Noise,"Noise, Barking Dog (NR5)",BRONX
288954,2011-06-21 06:15:00,2011-06-25 11:00:00,DEP,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",NEW YORK
288955,2011-06-21 06:19:00,2011-07-01 11:30:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN
288956,2011-06-21 06:20:00,2011-06-23 09:31:00,DEP,Lead,Lead Kit Request (Residential) (L10),NEW YORK
288957,2011-06-21 06:22:00,2011-06-21 17:45:00,DEP,Water System,Hydrant Locking Device Request (Use Comments) (WC5),NEW YORK
288958,2011-06-21 06:25:00,2011-06-23 09:31:00,DEP,Lead,Lead Kit Request (Residential) (L10),MASPETH
288959,2011-06-21 13:02:00,2011-06-22 12:00:00,DSNY,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,
288960,2011-06-21 06:26:00,2011-06-23 22:00:00,DEP,Noise,"Noise, Ice Cream Truck (NR4)",BROOKLYN
288961,2011-06-21 06:02:00,2011-06-28 15:24:00,DEP,Noise,"Noise, Barking Dog (NR5)",BROOKLYN
288962,2011-06-21 06:29:00,2011-06-23 09:31:00,DEP,Lead,Lead Kit Request (Residential) (L10),BROOKLYN
288963,2011-06-21 06:39:00,2011-06-22 06:30:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),NEW YORK
288964,2011-06-21 06:42:00,2011-06-29 08:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN
288965,2011-06-21 06:45:00,2011-06-22 19:18:00,DEP,Water System,Hydrant Locking Device Request (Use Comments) (WC5),BRONX
288966,2011-06-21 06:57:00,2011-06-27 14:20:00,DEP,Water System,Hydrant Running (WC3),BRONX
288967,2011-06-21 07:05:00,2011-06-21 09:10:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BRONX
288968,2011-06-21 07:03:00,2011-07-02 14:15:00,DEP,Water System,Other Water Problem (Use Comments) (WZZ),STATEN ISLAND
288969,2011-06-21 07:03:00,2011-06-29 15:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),JAMAICA
288970,2011-06-21 07:11:00,2011-06-22 12:15:00,DEP,Water System,Other Water Problem (Use Comments) (WZZ),STATEN ISLAND
288971,2011-06-21 07:12:00,2011-06-22 13:30:00,DEP,Water System,Other Water Problem (Use Comments) (WZZ),STATEN ISLAND
288972,2011-06-21 07:05:00,2011-06-27 12:50:00,DEP,Water System,Hydrant Leaking (WC1),BRONX
288973,2011-06-21 07:19:00,2011-06-30 08:00:00,DEP,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",BROOKLYN
288974,2011-06-21 07:21:00,2011-06-22 13:35:00,DEP,Water System,Dirty Water (WE),FLUSHING
288975,2011-06-21 07:14:00,2011-06-29 16:00:00,DEP,Noise,Noise: Jack Hammering (NC2),ASTORIA
288976,2011-06-21 07:30:00,2011-07-01 15:00:00,DEP,Noise,"Noise, Barking Dog (NR5)",BRONX
288977,2011-06-21 07:30:00,2011-06-23 07:00:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN
288978,2011-06-21 07:42:00,2011-06-23 08:30:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),BRONX
288979,2011-06-21 07:26:00,2011-06-28 11:00:00,DEP,Noise,Noise: Other Noise Sources (Use Comments) (NZZ),CORONA
288980,2011-06-21 07:51:00,2011-06-21 10:30:00,DEP,Asbestos,Asbestos Complaint (B1),BRONX
288981,2011-06-21 07:47:00,2011-07-01 17:00:00,DEP,Noise,Noise: Construction Equipment (NC1),ASTORIA
288982,2011-06-21 07:59:00,2011-06-21 11:45:00,DEP,Water System,Hydrant Running Full (WA4),BRONX
288983,2011-06-21 07:47:00,2011-06-28 20:05:00,DEP,Noise,"Noise, Other Animals (NR6)",CORONA
288984,2011-06-21 08:01:00,2011-06-21 08:01:00,DEP,Water System,Hydrant Leaking (WC1),NEW YORK
288985,2011-06-21 07:57:00,2011-06-28 20:05:00,DEP,Noise,Noise: Alarms (NR3),FLUSHING
288986,2011-06-22 14:42:20,2011-06-24 13:09:04,DHS,DHS Advantage - Tenant,Court Date Within 7 Days,NEW YORK
288987,2011-06-21 08:00:00,2011-06-28 10:00:00,DEP,Noise,Noise: Alarms (NR3),BROOKLYN
288988,2011-06-21 08:00:00,2011-06-21 12:20:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BROOKLYN
288989,2011-06-21 08:13:00,2011-06-21 11:45:00,DEP,Water System,Hydrant Running (WC3),NEW YORK
288990,2011-06-21 08:17:00,2011-06-21 09:00:00,DEP,Sewer,Manhole Cover Missing (Emergency) (SA3),NEW YORK
288991,2011-06-21 08:16:00,2011-07-15 13:45:00,DEP,Noise,Noise: Other Noise Sources (Use Comments) (NZZ),NEW YORK
288992,2011-06-21 08:19:00,2011-06-22 10:35:00,DEP,Water System,Hydrant Running Full (WA4),BRONX
288993,2011-06-21 08:21:00,2011-06-22 15:45:00,DEP,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",NEW YORK
288994,2011-06-21 08:21:00,2011-06-28 15:23:00,DEP,Noise,"Noise, Barking Dog (NR5)",NEW YORK
288995,2011-06-21 08:23:00,2011-06-22 15:00:00,DEP,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",NEW YORK
288996,2011-06-21 08:23:00,2011-06-30 09:25:00,DEP,Water System,Hydrant Leaking (WC1),BRONX
288997,2011-06-21 08:27:00,2011-06-22 20:10:00,DEP,Water System,Dirty Water (WE),BROOKLYN
288998,2011-06-21 08:25:00,2011-06-21 08:26:00,DEP,Water System,Leak (Use Comments) (WA2),BROOKLYN
288999,2011-06-21 08:36:00,2011-07-12 12:00:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",NEW YORK
289000,2011-06-21 08:38:00,2011-06-21 12:30:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BELLEROSE
289001,2011-06-21 08:40:00,2011-06-24 13:30:00,DEP,Water System,Hydrant Leaking (WC1),CORONA
289002,2011-06-21 07:30:00,2011-06-21 10:40:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BROOKLYN
289003,2011-06-21 08:42:00,2011-06-21 15:00:00,DEP,Industrial Waste,Wastewater Into Catch Basin (IEB),STATEN ISLAND
289004,2011-06-21 08:30:00,2011-06-24 13:00:00,DEP,Air Quality,"Air: Dust, Commercial (AE2)",NEW YORK
289005,2011-06-21 08:52:00,2011-06-23 09:31:00,DEP,Lead,Lead Kit Request (Residential) (L10),STATEN ISLAND
289006,2011-06-21 08:54:00,2011-06-22 11:00:00,DEP,Water System,Dirty Water (WE),JAMAICA
289007,2011-06-21 08:47:00,2011-06-21 11:33:00,DEP,Water System,Hydrant Running Full (WA4),BRONX
289008,2011-06-21 08:57:00,2011-06-22 13:30:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
289009,2011-06-21 08:57:00,2011-06-22 10:40:00,DEP,Sewer,Street Flooding (SJ),BROOKLYN
289010,2011-06-21 09:05:00,2011-07-01 08:30:00,DEP,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),FAR ROCKAWAY
289011,2011-06-21 08:59:00,2011-07-01 17:17:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),REGO PARK
289012,2011-06-22 14:39:50,2011-06-22 15:06:23,DOF,DOF Property - Owner Issue,Billing Address Incorrect,BROOKLYN
289013,2011-06-21 09:08:00,2011-06-21 11:00:00,DEP,Industrial Waste,Chemical Spill (IAC),NEW YORK
289014,2011-06-21 09:15:00,2011-06-25 14:00:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BRONX
289015,2011-06-21 09:21:00,2011-06-23 06:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),NEW YORK
289016,2011-06-21 09:27:00,2011-06-21 10:25:00,DEP,Sewer,Catch Basin Grating Missing (SA4),FLUSHING
289017,2011-06-21 09:26:00,2011-07-18 08:00:00,DEP,Noise,Horn Honking Sign Requested (NR9),JAMAICA
289018,2011-06-21 08:57:00,2011-06-25 12:30:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN
289019,2011-06-21 09:26:00,2011-06-23 11:00:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",NEW YORK
289020,2011-06-21 09:22:00,2011-06-22 20:08:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",BROOKLYN
289021,2011-06-21 09:32:00,2011-06-22 11:00:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BRONX
289022,2011-06-21 09:31:00,2011-07-11 14:00:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BRONX
289023,2011-06-21 09:37:00,2011-06-21 13:00:00,DEP,Sewer,Catch Basin Search (SC2),NEW YORK
289024,2011-06-21 09:37:00,2011-06-23 09:30:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BRONX
289025,2011-06-21 09:37:00,2011-06-21 10:15:00,DEP,Sewer,Manhole Cover Missing (Emergency) (SA3),FAR ROCKAWAY
289026,2011-06-21 09:41:00,2011-06-29 08:45:00,DEP,Water System,No Water/Low Pressure (WA5),HOLLIS
289027,2011-06-21 09:44:00,2011-06-22 14:00:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),STATEN ISLAND
289028,2011-06-21 09:27:00,2011-06-28 11:00:00,DEP,Noise,Noise: Alarms (NR3),BROOKLYN
289029,2011-06-21 09:49:00,2011-06-24 09:50:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),OZONE PARK
289030,2011-06-21 09:50:00,2011-06-24 11:15:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),SAINT ALBANS
289031,2011-06-21 09:46:00,2011-06-24 09:04:00,DEP,Sewer,Street Flooding (SJ),HOLLIS
289032,2011-06-21 09:52:00,2011-06-22 09:20:00,DEP,Sewer,Catch Basin Grating Missing (SA4),FAR ROCKAWAY
289033,2011-06-21 09:54:00,2011-06-22 10:40:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),BRONX
289034,2011-06-21 09:54:00,2011-06-22 14:02:00,DEP,Industrial Waste,Grease In Sewer/Catch Basin (IDG),GLEN OAKS
289035,2011-06-21 09:52:00,2011-06-23 11:30:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BRONX
289036,2011-06-21 09:57:00,2011-06-21 18:20:00,DEP,Water System,Hydrant Knocked Over/Missing (WC),BROOKLYN
289037,2011-06-21 09:54:00,2011-06-22 15:15:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
289038,2011-06-21 18:33:00,2011-06-21 18:33:00,DSNY,Derelict Vehicles,14 Derelict Vehicles,WOODSIDE
289039,2011-06-21 09:58:00,2011-06-28 15:22:00,DEP,Noise,"Noise, Barking Dog (NR5)",BROOKLYN
289040,2011-06-21 10:04:00,2011-06-21 13:15:00,DEP,Industrial Waste,Concrete In Catch Basin (IEA),STATEN ISLAND
289041,2011-06-21 10:06:00,2011-07-03 21:30:00,DEP,Water System,Other Water Problem (Use Comments) (WZZ),BRONX
289042,2011-06-21 10:12:00,2011-07-28 22:00:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),BROOKLYN
289043,2011-06-21 10:15:00,2011-06-21 10:20:00,DEP,Water System,No Water/Low Pressure (WA5),BRONX
289044,2011-06-21 10:11:00,2011-06-21 10:24:00,DEP,Industrial Waste,Oil Spill Into Basin/Sewer - Small (IABS),BROOKLYN
289045,2011-06-21 10:14:00,2011-06-22 10:45:00,DEP,Water Quality,Cloudy Or Milky Water (QB1),STATEN ISLAND
289046,2011-06-21 10:17:00,2011-06-23 09:31:00,DEP,Lead,Lead Kit Request (Residential) (L10),BROOKLYN
289047,2011-06-21 10:23:00,2011-06-21 18:30:00,DEP,Water System,Defective Street Cut (WZZ1),NEW YORK
289048,2011-06-21 10:22:00,2011-06-22 12:00:00,DEP,Noise,Noise: Jack Hammering (NC2),BRONX
289049,2011-06-21 10:20:00,2011-06-23 11:30:00,DEP,Air Quality,"Air: Dust, Residential (AE1)",NEW YORK
289050,2011-06-21 10:28:00,2011-06-29 09:25:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),OAKLAND GARDENS
289051,2011-06-21 10:30:00,2011-06-21 13:30:00,DEP,Industrial Waste,Concrete In Catch Basin (IEA),BROOKLYN
289052,2011-06-21 10:26:00,2011-06-22 14:30:00,DEP,Noise,Noise: Construction Equipment (NC1),BRONX
289053,2011-06-21 10:55:00,2011-06-23 12:00:00,DEP,Industrial Waste,Grease In Sewer/Catch Basin (IDG),NEW YORK
289054,2011-06-21 10:32:00,2011-07-14 12:45:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),ASTORIA
289055,2011-06-21 10:23:00,2011-06-28 10:15:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",NEW YORK
289056,2011-06-21 10:32:00,2011-06-22 10:35:00,DEP,Water Quality,Cloudy Or Milky Water (QB1),STATEN ISLAND
289057,2011-06-21 10:35:00,2011-07-05 16:09:00,DEP,Air Quality,"Air: Dust, Residential (AE1)",BRONX
289058,2011-06-21 10:33:00,2011-07-21 10:15:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",ASTORIA
289059,2011-06-21 10:37:00,2011-06-22 12:00:00,DEP,Sewer,Street Flooding (SJ),BROOKLYN
289060,2011-06-21 10:39:00,2011-06-21 10:39:00,DEP,Sewer,Street Flooding (SJ),BROOKLYN
289061,2011-06-21 10:41:00,2011-06-27 08:33:00,DEP,Water Quality,"Taste/Odor, Chlorine (QA1)",JAMAICA
289062,2011-06-21 10:40:00,2011-06-21 22:45:00,DEP,Water System,Hydrant Running (WC3),STATEN ISLAND
289063,2011-06-21 10:41:00,2011-06-22 08:43:00,DEP,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),FRESH MEADOWS
289064,2011-06-21 10:36:00,2011-06-21 12:00:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),JACKSON HEIGHTS
289065,2011-06-21 10:41:00,2011-06-21 12:35:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BROOKLYN
289066,2011-06-21 10:39:00,2011-06-29 01:45:00,DEP,Noise,"Noise, Other Animals (NR6)",BROOKLYN
289067,2011-06-21 10:46:00,2011-06-28 15:21:00,DEP,Noise,"Noise, Barking Dog (NR5)",NEW YORK
289068,2011-06-21 10:48:00,2011-06-22 10:00:00,DEP,Sewer,Catch Basin Search (SC2),ELMHURST
289069,2011-06-21 10:44:00,2011-06-21 12:00:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BRONX
289070,2011-06-21 10:52:00,2011-06-21 12:05:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),STATEN ISLAND
289071,2011-06-21 10:51:00,2011-06-29 12:00:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",BROOKLYN
289072,2011-06-21 10:55:00,2011-06-28 15:21:00,DEP,Noise,"Noise, Barking Dog (NR5)",NEW YORK
289073,2011-06-22 13:44:23,2011-06-28 12:21:20,DPR,Maintenance or Facility,Structure - Outdoors,NEW YORK
289074,2011-06-21 10:51:00,2011-07-06 07:00:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",BROOKLYN
289075,2011-06-21 10:59:00,2011-06-21 16:40:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND
289076,2011-06-21 11:02:00,2011-06-21 19:20:00,DEP,Water System,Hydrant Running (WC3),NEW YORK
289077,2011-06-21 11:08:00,2011-06-23 14:15:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
289078,2011-06-21 11:08:00,2011-06-22 09:00:00,DEP,Water Conservation,Illegal Use Of A Hydrant (CIN),BRONX
289079,2011-06-21 11:12:00,2011-06-21 13:50:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),FOREST HILLS
289080,2011-06-21 11:14:00,2011-06-21 14:25:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),ROSEDALE
