,Tweet,toxic,severe_toxic,obscene,threat,insult,identity_hate
594,"@Psy_SC2 @PitteNLoL @TLCoreJJ Underdog stories are fun, but at the end of the day i want to know who the best team in league of legends is.",,,,,,
595,@xPietrik League of legends....,,,,,,
597,@Notaa_ I just want good league of legends,,,,,,
598,@xPietrik Fifa 21 or rp in league of legends will be great 😌😌,,,,,,
599,@torweee im ok just watching league of legends world championships 😖😖 wyd,,,,,,
600,@desire_xxxnsfw Someone from League of Legends would be much appreciated,,,,,,
601,@leagueofemily I remember you and Kelsey said last year that Fnatic Vs FPX was the easiest quarter final to predict. Fnatic was supposed to beat FPX based on group stage performance. I also remember G2 was playing peak league of legends and G2 was a better version of FPX. Never count out LPL,,,,,,
602,@carlomugno I'm changing maybe the eyes and the mouth (still pointy teeth) since I kinda think that Wolf from League (this is supposed to be a humanized wolf from league of legends) would have more scary eyes,,,,,,
603,"RT @TemporalLoL: It's been a pleasure appearing on the desk. @SQ1League put on a great show for the @NLClol Fall Open Qualifiers.

As alway…",,,,,,
604,RT @1340Smile: Some people have been asking how I'm drawing faster. Its simple uninstall league of legends!,,,,,,
606,@xPietrik League of Legends ❤️,,,,,,
607,@xPietrik league of legends,,,,,,
608,@pcycumtribute you have gay league of legends porn,,,,,,
609,Watching worlds has made me realize I know literally nothing about League of Legends and I have a few hundred hours on the game,,,,,,
611,"It's been a pleasure appearing on the desk. @SQ1League put on a great show for the @NLClol Fall Open Qualifiers.

As always, the square will return, sometime in the future, where excellent League of Legends content is required.",,,,,,
612,@xPietrik RP league of legends 🤞🏻,,,,,,
613,@xPietrik Rp for league of legends,,,,,,
615,@xPietrik Only League of Legends 😭😳,,,,,,
620,"I just want everyone to know that the League of Legends Worlds Semi-Finals stream on twitch currently has its chat flooded with ""EHE TE NANDAYO"" and I just want to say that I'm proud",,,,,,
621,i really miss playing league of legends,,,,,,
622,"Meet the next indy darling: Lily ""Big Sexy"" Richardson, a naive wrestler from Vermont. People hate them because they play league of legends.",,,,,,
623,@bobqinXD thats just league of legends,,,,,,
624,Que bonito league of legends. Poderoso el buff del 3 seed chino btw,,,,,,
625,RT @fuselier_jack: How to become League of Legends streamer,,,,,,
626,"Looking for some players to play League of Legends competitive. (The region doesn't matter, dm for contact).",,,,,,
627,Why am I considering downloading League of Legends,,,,,,
628,@akibano “do you play league of legends”,,,,,,
629,Some people have been asking how I'm drawing faster. Its simple uninstall league of legends!,,,,,,
630,@amoonlitriver WOULD U WATCH ME STREAM LEAGUE OF LEGENDS AND TILT,,,,,,
631,@Aerith_G_Fair losing in league of legends is painful enough and yall decide to add to the angst with noctis and his father's sword,,,,,,
632,"People are spamming ""YUBI YUBI"" and ""KON↗️PEKO↘️"" in the League of Legends Worlds Twitch stream chat. Love it",,,,,,
633,"Awwooooo! Wolves, Today is Coop Sunday again. I'll be playing some League of Legends this afternoon. Come and say Woof. I'll be live in about 30 min",,,,,,
634,@Cyborgzx chinese league of legends 👎👎👎,,,,,,
635,@Cyborgzx lpl league of legends 👎👎,,,,,,
636,This Karsa guy is pretty good at league of legends,,,,,,
637,@zai1up It’s not a dealbreaker for me but I’m almost certain AYYYY girls don’t want a man who doesn’t drink stays at home and play league of legends,,,,,,
638,"RT @Nightbloo: League of legends players definitely have the lowest iq 

Just not sure if that happened before or after they played the game",,,,,,
639,"i know a guy in the town's local drill crew that ive played league of legends with before, like 5 years ago tho lol. shit is funny as fuck he was an ekko one trick and one time i stole baron with lux ult and he made the funniest noises, now he does fake drilling for music lmao",,,,,,
640,"im ganna say this right now

if ur watching this game, tes vs suning gaming

league of legends worlds semi-finals best of 5 series

Just know right now, yes Suning is looking strong but..

Knight is growing big fast and he will change this entire game... its ganna happen",,,,,,
641,LETS FKN GO SUNING FIGHTING THIS IS LPL LEAGUE OF LEGENDS BAYBEE,,,,,,
642,"*nodding* mm yes, this is a game of league of legends",,,,,,
643,"I’m not a fan of any region or team, I am just a fan of whoever is playing the best League of Legends in the world. And right now, that just happens to be Suning.",,,,,,
644,@hunterks_ Miss you as well bro! I’ve been doing well! Just glad that we can enjoy the best league of legends in the world right now. Hope to see you soon and take care,,,,,,
648,@HardGaliza LEAGUE OF LEGENDS,,,,,,
649,@RedNekra I remember Bjergsen being one of the first players I watched as a Pro and getting truly hype about. He was part of what made me realise just how high the ceiling is for League of Legends. What an inspiration,,,,,,
650,"We are slowly working on our Community Discord Server, where we will have the ability to have more people on the server! This will then mean we can host more games such as World of Warcraft, CS:GO, Minecraft, League of Legends and much much more. Keep an eye out for the new link!",,,,,,
655,"@riotgames after Valorant servers in India are there plans to bring League of Legends to India too?
Would love to play League in India where Dota 2 is already so popular. Surely LoL will become more popular.",,,,,,
656,"He's Icarus. 

If you want to make an omelette, you gotta crack some eggs. 

This is abstract league of legends guys.",,,,,,
657,listen i remember jack fuck about league of legends so i don't understand the seraphine hate (the character not the twt acc i get that) all i know is she's pretty :(((,,,,,,
659,playing league of legends truly taught me that the game makes everyone toxic,,,,,,
661,"what has my life come to, staying up till 6am to watch League of Legends",,,,,,
662,"Na issue in league of legends is that they are arrogant and don't want to face the truth, it's not the lack of talent coz we can clearly see tactical is very talented. In my opinion NA issues are mental health ones and they don't want to face it, their soloq is childlish",,,,,,
663,Woke up for League of Legends lock and couldn't fall back to sleep. Rough. @peteroverzet,,,,,,
665,@PulleiroPequeno Al League of Legends,,,,,,
667,I just wish league of legends in malaysia can be hype as mlbb,,,,,,
669,"if anyone would like some league of legends boosting services, my friend is providing some! (just to earn some money during this pandemic, we poor)",,,,,,
670,lol ♥️ (league of legends),,,,,,
672,Im live on twitch playing league of legends!!!!,,,,,,
688,"E.SPORTS:
DOTA 2:
OG OVER ALLIANCE
NIGMA OVER LIQUID
LEAGUE OF LEGENDS:
GAMERSORIGIN OVER MISFITS PREMIER
COUNTER STRIKE - GLOBAL OFFENSIVE:
HAVU OVER AGO
VITALITY OVER HEROIC

INTERNATIONAL HOCKEY:
FRANCE:
AMIENS

ATP TENNIS:
DE MINAUR
A. ZVEREV
WTA TENNIS:
AZARENKA",,,,,,
689,@TheNoxite @MCChampionship_ Coming for the league of legends viewership champion belt,,,,,,
691,"Karsa sabe jogar League of Legends

#análise",,,,,,
692,League of Legends+ Spotify = AAAAA,,,,,,
693,LEAGUE OF LEGENDS ITALIA DIOC,,,,,,
694,@DieHardySix League of Legends,,,,,,
703,@VAMPlREGF i wish i was league of legends sexy men :/,,,,,,
704,league of legends sexy men living in my head rent free 🙂 help,,,,,,
705,"@lily1pdx BURGERS I EAT ALL DAY 
LEAGUE OF LEGENDS I CANNOT PLAY 
EU STAR PLAYERS I HAVE TO PAY 
PROPER HEALTHCARE AN OCEAN AWAY 
YOU GUESSED IT RIGHT 
IM NA",,,,,,
706,"@sebatinaja_dulu try league of legends wild rift! surely it's not as easy as MOLE, only if u up for the challenge!

OBT: 28 Oct",,,,,,
707,RT @suckauge: league of legends soraka horse cock hentai,,,,,,
709,its so hard to predict league of legends,,,,,,
710,Got involved in League of Legends and forgot about the Modern Challenge...,,,,,,
711,Today's League of Legends semi finals... Who's winning??,,,,,,
712,Como amo a lux (League Of Legends),,,,,,
714,@staycationtg League of legends,,,,,,
715,FUCK LEAGUE OF LEGENDS,,,,,,
716,Could we see another reverse sweep from Top Esports? #Worlds2020 #League_of_Legends #TES #Suning,,,,,,
717,@IWDominateLoL I met a girl who works at the lit af brazilian restaurant down the street. She saw my League of Legends lanyard and wrote her Summoner Name on my receipt. I am an AD main and she is a support main. Brazilian food is the official food of League of Legends.,,,,,,
718,los world de league of legends duran 1 MES?! ._.,,,,,,
719,"broke: afk = away from keyboard

woke: AFK is the abbreviation of Arthur F Kennedy, who was assassinated in his gaming chair™️ and henceworth was unable to finish the League of Legends round he just started",,,,,,
720,@monstrnessy LMAO I HAD IT BC ITS JUST LEAGUE OF LEGENDS BUT NOT IN A WAY I LIKE,,,,,,
721,"RT @SunnydayinParis: ok so like im looking for mutuals if any of y'all are into:

 - Anime
 - ATEEZ
 - BTS
 - League of Legends

RT and ill…",,,,,,
722,"@MegaMogwai I do have a feeling they won't remove that hp since it's made as a reference of league of legends Diana's W that gives her a shield, and in LoR they translated as 1 hp, but I wouldn't mind the nerf tho",,,,,,
723,"TES, aka. Throw Every Series, is a chinese League of Legends team competing in the LPL. They are known for their teamfight-oriented style, their strong carries in the mid- and botlane, and for completely throwing games at drake fights. #Worlds2020",,,,,,
724,"Where is all the league of legends nerds?

#LoLWorlds2020 

I need people to talk to about this Suning TopEsports series

😎 Love going into nerd mode.",,,,,,
725,"I don't know much about League of Legends, but I know these things:

- Top Esports has a bad logo
- Suning's logo looks like a grumpy lion, and the lightning bold probably makes him faster

With these two things in mind, I am rooting for team Grumpy Lion! Go Go Grumpy Lion!",,,,,,
726,@CoachMephisto It was beautiful league of legends. Suning keep showing they have great fundamentals as a team. TES were great on their early game defending every aspect of the map but Suning knew exactly how to use their strong points and movements properly. Great LoL by both teams in game1,,,,,,
727,That was one of the most drastic change of events I’ve ever seen in league of legends holy moly. #Worlds2020,,,,,,
728,I was crying cause i lost 3 games in league of legends.,,,,,,
729,Fuck league of legends,,,,,,
730,@Dead_Rhapsody #loveforjacksepticeye #hugsforsean don't get into league of legends it's a terrible game please ❤️,,,,,,
731,League of Apex Legends,,,,,,
732,"@baby_corpse_ don't think i've watched a single league of legends video lol
completely forgot about minecraft i love it, although my pc cant handle it rip #loveforjacksepticeye",,,,,,
734,@Dead_Rhapsody #loveforjacksepticeye #hugsforsean I'm a huge fan of league of legends and Minecraft,,,,,,
735,@DWAIDecavolty he's literally going into a coaching role like...... he's not even leaving league of legends........... tsm fans big cringe bro,,,,,,
736,"I've seriously re-fallen in love with League this quarantine... Between Legends of Runtera, Team Fight Tactics and the fun, dumb s**t like Urf you never actually have to play the base game haha💗🙏✨",,,,,,
737,"Logging onto League of Legends and only seeing a couple names ever light up from my lengthy friend list is slightly sad to see, although it's probably for the best they escaped.",,,,,,
739,@HeyItsSomebody1 League of Legends ;),,,,,,
740,@RickFox should play #Ashe for the Verizon League of Legends: Wild Rift 5G Invitational! Disagree? Vote for your pick and you could also be in the running to win the new #iPhone12 Pro with 5G thanks to @Verizon! #5GJustGotReal #VerizonWRsweeps,,,,,,
741,Been watching the League of Legends worlds. Even though I have no idea what's going on. It's still entertaining.,,,,,,
742,number 1 rule of league of legends ph: dont play ranked on weekends,,,,,,
743,@Neverlastt1 hey izzy play league of legends ^_^,,,,,,
744,Time to watch some more league of legends! Always a pleasure when worlds is on! 😁,,,,,,
745,may League of Legends na si mAvrEeEeeEeEEennnnnn grrrrrrrrrr,,,,,,
746,"literally every time i wake up for league of legends at this hour, there is a brief moment where i consider just rolling over and going back to sleep, yet here i am, every time,",,,,,,
747,How to become League of Legends streamer,,,,,,
748,@Neverlastt1 im sgorry linh and i have been taken by league of legends worlds semifinals,,,,,,
749,league of legends still so fun after all these years,,,,,,
750,RT @FonotiaKieron: How often do legends of the game get the send off they deserve in rugby league #NRLPanthersStorm GF,,,,,,
751,@kazulala0717 The league of legends poster(gaming),,,,,,
752,"@riotgames besides the craziness of the items for next season I hope you can work out ranked. I understand that League of Legends has a bit of a learning curve, but you gotta help out with rank, maybe reset MMR every year, maybe algorithyms that understands build paths.",,,,,,
754,"Dear League of Legends, can you please stop autofilling me Jungle almost every second game? Thanks.",,,,,,
755,How often do legends of the game get the send off they deserve in rugby league #NRLPanthersStorm GF,,,,,,
756,@ditonikk @kwang1092 refrain from starting the virus called league of legends or else you'll start playing it,,,,,,
758,@firebeatz317 League of legends,,,,,,
759,@Imopey2 @lolesports literally how to play league of legends,,,,,,
760,"@kentakamiyas no im laughing bc i didnt see this post bc i was league of legends i cant breatheej312,312",,,,,,
761,"Mad respect for @Bjergsen.

One of the best Mid Laners in League of Legends is retiring.

Sadly he couldn't carry NA trash but atleast he made a name of himself.",,,,,,
762,"// Since I'm watching the World Championship of league of legends, I'll be able to focus a little on these starters and some replies",,,,,,
763,I got stood up and I'm not even mad about it bc now I can play league of legends and TFT all day. If my internet would be better I would be a streamer no joke. Maybe when I move in April imma game all day long with new internet,,,,,,
764,@changminhive WHY OOMF SPENDING MONEY ON GAY LEAGUE OF LEGENDS PORN IM DIZZY,,,,,,
765,"My mutuals executing me by fire squad as I say ""League of Legends 2""",,,,,,
769,"guys I was just beraded for being bad at league of legends, and he was calling me trash wanting to 1v1, and I calmed him don't my reminding him we lost to a completely overturned champion and that Riot is bad at their job.  common enemies bring people together. he added me after",,,,,,
771,Google search: I gave my unit leader my league of legends password and the very next day my account disappeared???,,,,,,
772,"@Huechi_CH ""hey you want free league of legends skins?""",,,,,,
773,with the natural progression of how terrible relationships ive been in are i fully expect my next girlfriend to be hopelessly addicted to league of legends,,,,,,
774,Experience moments woven within the League of Legends universe through,,,,,,
775,"League of Legends is just insane and tonights matchup between Suning and Top Esports is more than intriguing. Ive never been excited about a video game event lol. But I'm absolutely excited and full of anticipation to watch this series. 

hahaha What a Nerrrrrrd",,,,,,
776,inb4 wild rift is considered the superior version league of legends,,,,,,
778,RT @publicmmenace: Hexing my bf’s league of legends game so he pays more attention to me,,,,,,
779,A friend of mine will start playing League of Legends... have fun getting flamed a lot in Chat xD,,,,,,
781,RT @IntroSpecktive: Ever since I changed my League of Legends mindset from “I hope my team isn’t trash” to “I’m going to carry this game no…,,,,,,
782,@jzkPrIhO7dG6kuY @Cat_the_Meow @suning_gaming @TOP_Esports_ I'm just a fan of the League of Legends,,,,,,
784,"@Reikitsu_Airen @G2GrabbZ I switched from LoL to Legends of Runeterra this February and never looked back. Watching esports is enough League for me, I would never reach such coordination and beauty in soloq. Playing alone is dreadful.",,,,,,
785,@taathimy The person who posted this probably find guys who do not play league of legends attractive daw😂😂😂,,,,,,
786,Can we please not make pro League of Legends updates on ESPN a thing...,,,,,,
787,Hexing my bf’s league of legends game so he pays more attention to me,,,,,,
790,"I forgot the two things that irritate me most about the NRL...

1) refs. Seen more forward passes and headshots in the first 25 mins than all season in super league 

2) the love of having legends on commentary who are useless at commentating. Today, it’s Freddie, who is brutal",,,,,,
791,@Sylvaur do not play league of legends,,,,,,
792,"Why play bootlegs when League of Legends is already making it's way to the available platforms.

I don't support bootleg games so, League of Legends: Wild Rift will forever be my recommendations to MOBA's for everyone.

Because it's much more official than third-parties.",,,,,,
794,Me listening to all polish references in polish dubbing of league of legends as part of my work for “thesis” yes,,,,,,
795,@sjokz Listen sjokz I know you aren't speaking to Na fans because a lot of them don't watch a lot of the foreign regions besides worlds/msi. So without msi this year it's the first time they get to see good league of legends for the entirety of 2020! Exciting times indeed!,,,,,,
797,@kiryucoco League of Legends S10,,,,,,
798,"Just so excited for League of Legends: Wild Rift coming to Nintendo Switch, been waiting for this for a long time now.

Hoping that everything goes well &amp; that we can get started with the wholesome &amp; fun streams.",,,,,,
799,"@OrcBoomer No, it was just running Netflix when I went to sleep. Woke up it was on that screen like ""r u still watching?"" I just closed everything and shut down and went to work. Now no audio.

I did however install StarCraft, league of legends, use discord voice chat for the 1st time",,,,,,
800,gonna start playing league of legends with women,,,,,,
801,@loonathesimp thats Fair but at least he doesn't Play league Of legends,,,,,,
802,@NotMyDayDude1 Uhhh do Poppy from league of legends,,,,,,
803,"enough with league of legends, genshin impact cuz I want that spicy rank 20",,,,,,
804,"@kiryucoco Hi there, the stream of my favorite game League of Legends is about to begin, but unfortunately, my favorite child is no longer be there, so you will pay for it",,,,,,
805,"Okay if Seraphine from league of legends has a twitter account, where are all of the other champions twitter accounts? Where is Garens or Dravens? I wanna simp for fictional characters from a video game too.",,,,,,
806,RT @wesbtw1: Wanting to play League of Legends should be a medically-defined symptom of depression. 🌞,,,,,,
808,"Gold apex ✅
Gold league of legends
Gold team fight tactics",,,,,,
809,RT @gaytacross: league of legends is a shit game,,,,,,
810,Learning how to play League of Legends for the sole purpose of getting Asian GF 💯,,,,,,
811,league of legends is a shit game,,,,,,
812,I doubt I'll ever care for League of Legends but god damn their Worlds production value is absolutely insane.,,,,,,
813,"RT @BryceOnFire: League of Legends does not seem healthy if you wanna like, be happy ever",,,,,,
814,The fact of the matter is no one can ever love me. I play league of legends. Doomed from the start 😔,,,,,,
815,I think @NateHillTV should focus on destroying #Enemies for the @Verizon League of Legends: Wild Rift Invitational! Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
816,I think @MeteosLoL should pick #Cesaro for the top lane on red side in for the @Verizon League of Legends: Wild Rift Invitational! Disagree? Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
817,I think @ChrissyCostanza should #PowerFarm for the @Verizon League of Legends: Wild Rift Invitational! Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
818,"ok so like im looking for mutuals if any of y'all are into:

 - Anime
 - ATEEZ
 - BTS
 - League of Legends

RT and ill get to ya xx",,,,,,
819,My ass waking up at 6 to watch the #Worlds2020 cause I both love and hate league of legends and want to see what it looks like to be good at it,,,,,,
820,"@FennieTweets i’d do one of these but my sister shares my account :(

also wtf league of legends song what is that",,,,,,
822,so drunk i just played league of legends for 3 hours AMA,,,,,,
824,@Meteoslol should play #Sona for the Verizon League of Legends: Wild Rift 5G Invitational! Disagree? Vote for your pick and you could also be in the running to win the new #iPhone12 Pro with 5G thanks to @Verizon! #5GJustGotReal #VerizonWRsweeps,,,,,,
825,I think @MeteosLoL should #Heal for the @Verizon League of Legends: Wild Rift Invitational! Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
829,@G2Caps @G2esports At the end of the day G2 is the team that made League of Legends fun again and no Facebook NA g2-hater crybaby can deny this,,,,,,
831,@JordanCorbylol @lplenglish @TOP_Esports_ why you say that resume like that make him look a lil godly like he need a skin in league of legends or something 😈,,,,,,
832,@sjokz I'm not ready for 2 months+ of no league of legends 😢,,,,,,
833,"RT @FerrisEsports: Our League of Legends team lost 1-2, our Rocket League Crimson team lost 0-3, our Rocket League White team won 3-0, and…",,,,,,
834,"yeah im vibing to the curious george soundtrack while playing league of legends, keep walking",,,,,,
836,"@ItsAlexGaming33 @Scary_horseman Well... you know mine already, but ya know League of Legends!",,,,,,
837,@sapa_apaixonada @cconfissoes league of legends,,,,,,
839,"league means league of legends, the most popular game in the world",,,,,,
841,@patrickyosh @Bjergsen do you play league of legends?,,,,,,
842,"@gu_zns @antonio58954122 2,4 e league of legends",,,,,,
843,RT @Jeeeeeeee21: Sana yung Intrams valorant na lang or ml or league of legends or cod!!!!! 😩,,,,,,
844,i wanna hang out with my friends on discord and they’re all playing tft i hate league of legends,,,,,,
845,RT @jeshire_: guys will play league of legends but their girl is in another league with a legend,,,,,,
848,"@IrakAttack I play league of legends, overwatch, smite etc. I’m est. I wake up at 8am est normally 💕",,,,,,
849,"RT @thotcontagi0n: i would love some more moots:) rt pls!
follow if you like any of the following:
- league of legends
- world of warcraft…",,,,,,
850,play league of legends or,,,,,,
851,"@XaveriuzX @MarkYetter @Bjergsen Bruh they said ”Years”, of course he’s going to have up’s and downs, it’s League of Legends, a teamgame. Sure, the performance they did this worlds wasn’t that good but no one’s perfect.",,,,,,
852,"Let me clear the searches
Irene hips
Irene walk
Irene zyra
Irene league of legends
Irene Irelia
Irene coven zyra
Irene walks like Zyra please look at ir",,,,,,
853,it feels good to stop playing league of legends for the rest of the season after i hit gold,,,,,,
854,"@agnesiooo Just immediately start your own league. The LAC, or League of Legends Agension Championship? Pog",,,,,,
855,I'm the Bill Clinton of League of Legends,,,,,,
856,@aweynu @FuzYKarma @Boy1drr @rossstopher_ only got a job to buy league of legends skins lmaoo,,,,,,
857,they drag a greatsword around on the ground like tryndamere league of legends and it slaps,,,,,,
858,@aweynu @FuzYKarma @Boy1drr @rossstopher_ in the prime of your life and youre playing league of legends and interacting with fuzykarma on twitter 😭😭😭,,,,,,
859,any ladies wanna look at my league of legends skins and end up dating me because of how good they are?,,,,,,
860,"@enbysasha OMG YASSSSSSSSSS, A League of Legends player....right?",,,,,,
861,@tacoboutmusic I'll definitely give it a try. I mostly got into Valorant and league of legends,,,,,,
862,"@FuzYKarma @Boy1drr @rossstopher_ I am 21 years of age with a job, 401k, with a loving family, and play League of Legends. I have plenty of rooms in my house to talk, not sure what that one was about????",,,,,,
863,@KOT4Q Check out a guy named Sanchovies idk if you're at all interested in league of legends but it's really fun. I'd also say to check out Moist Critikal's streams as they're hilarious.,,,,,,
866,"RT @FerrisEsports: Good morning gamers! Starting at 3pm our Crimson League of Legends team will make their season debut, then after that ou…",,,,,,
868,5 GAMES of good league of legends please 🙏🙏🙏,,,,,,
869,"But regardless based on the video title, the idea, and the first few minutes of your video I am already excited and will definitely be watching the whole thing. There is a real lack of people who truly dive in to things in the league of legends realm whether it be (4)",,,,,,
870,"General map of league of legends base stats and what could be changed to make certain champions who are not currently viable, or some who have almost never been viable and what you think could be changed to bring them to where people want to actually use them in solo q(3)",,,,,,
873,The Premier League review show described Frank Lampard and Solskajeer as Club Legends.. Lampard for sure was a club legend but to describe OGS as a club legend is a bit of a stretch .he scored some important goals but most of the time could not even get into the starting XI,,,,,,
874,"i know it isnt fair to modern day riot games but the only thing i can think of when i hear about league of legends is ""Miss Fortune spills into the Great Hallway with the same tenacity that she spills into her silk blouse, both taxed to contain her.""",,,,,,
877,"@PositronicWoman as an older person, there's a direct line between the Dune visual novel and League of Legends",,,,,,
878,@enloony finally justice for this toxic league of legends player,,,,,,
879,@h0ttentacles I remember how good my mental was and how I used to be in shape and go outside before I played league of legends and made a twitter account,,,,,,
880,"I can't believe i'm saying this but, League of Legends is very too hard to play. I'ts kind of like it was created by Steve Jobs.",,,,,,
881,@DonaldMustard Ya should do league of legends collab,,,,,,
882,"AleXa's Revolution sounds like an League of Legends Esports theme song, lets go!",,,,,,
883,WHY ARE LEAGUE OF LEGENDS' CINEMATIC TRAILERS SO FUCKINGG GOOD,,,,,,
885,"@MadDogRick42 @PlayStation All major gaming companies support basic human decency, go back to League of Legends",,,,,,
886,Worlds Semis always makes me think back to being in the crowd for SKT vs ROX  at MSG. That series was so magical. The peak of everything League of Legends for me.,,,,,,
887,@SankhlaUsha League of legends.,,,,,,
888,@GreatHarlem here's why you should play League of Legends,,,,,,
889,@RyDog2Nasty If you have a league of legends team hmu,,,,,,
890,@ryuuseinova or i play league of legends until im sad and want to go to bed,,,,,,
891,"Missing playing League of Legends is like missing your ex when you are horny. 

The memory is cool, playing with friends and everything then I see stream of LoL on Twitch and it reminds me how I actually hate this game. What a toxic waste of time.",,,,,,
892,"randomly started playing league of legends, let’s see how this turns out 😂",,,,,,
893,@alexiahfkjkf league of legends,,,,,,
894,Got promoted in League of Legends :D,,,,,,
896,@nAZTYKIDDD its 2am i dnt think im gna sleep when ranked league of legends is a thing,,,,,,
898,Mfers really out here playing league of legends being hard stuck gold and not having a girlfriend. it’s me. I’m mfers.,,,,,,
900,League of Legends n' chill,,,,,,
901,@charliesdamelio League of Legends ou Genshin Impact,,,,,,
902,girls who play league of legends where u at 😭,,,,,,
903,I think @Aphromoo should build #Utility for the @Verizon League of Legends: Wild Rift Invitational! Vote and you could win a new #iPhone12 Pro with 5G! #5GJustGotReal #VerizonWRsweeps,,,,,,
904,i hate playing ahri in league of legends sometimes because it prompts male players to hit on me i wish i was exaggerating,,,,,,
905,@imjung_ @BabyBoyJunmyeon @Woon2Brothers @junghive Yall attacking me like this like.. LOL sorrryyy Ive been home playing league of legends!,,,,,,
906,early morning mental breakdowns playing league of legends with a friend asmr,,,,,,
907,which is better wake up at 6 for quizbowl tournament or wake up at 6 to watch league of legends,,,,,,
908,"@rebornyet Legends Never Die - League of Legends, Against The Current",,,,,,
909,League of Legends is just Garfield Kart for normies,,,,,,
910,@goldmout_h it’s sorta meh imo. imagine league of legends but make it search and destroy from cod lol,,,,,,
913,Nothing tilts me more than playing League of Legends,,,,,,
916,going live on twitch playing some league of legends come check it out ! #streamer #twitch #league #leagueoflegends #lol #gg #streaaming,,,,,,
919,@Handboneing Is this a league of legends sponsor? 🙂,,,,,,
921,"@GaleBlazeXYZ Melee as a whole not just competitive
Ssx tricky
Fire emblem 3 houses
League of legends tbh I just hate the community
Black ops 2
Csgo

I'm a trash human ik",,,,,,
922,"RT @westtoasty: not now bby, daddy just had a really bad match in league of legends",,,,,,
923,RT @not_neptunee: league of legends fucking sucks,,,,,,
925,league of legends fucking sucks,,,,,,
926,league of legends sa mobile?? what??,,,,,,
928,@whoisviper League of legends!,,,,,,
930,"I remember during my League of Legends days when I went to CCSU, I got queued up with one of the team members from CCSU and I was off-rolling and I had to carry the shit out of this dude in elo hell 17/2.

🙄",,,,,,
932,"Game Results from Today👀👀

League of Legends Team A 2-0 vs @UWyoEsports B

League of Legends Team B 2-0 vs @umanitoba Esports A

Valorant Team 1-2 vs @ucsc Esports
Game 1: 13-6 (W)
Game 213-15 (L)
Game 3:10-13 (L)

RL Team 0-3 vs @umontana Silver

GGWP All❗️❗️",,,,,,
933,the amount of talking stages i ended over league of legends&lt;3,,,,,,
934,Season 11 will be the next generation of League of Legends.,,,,,,
936,@nilamadison I only watch league of legends streams because I’m a dweeb,,,,,,
937,if i was god id make league of legends haram,,,,,,
938,just played well in a league of legends game don’t tell my mom,,,,,,
939,@milasfake sim igual league of legends,,,,,,
941,Your dudes are in the DM's telling you about their hopes and dreams my dudes are in the DM's giving me their review of Hunter Biden's sex tape and asking me to get on League of Legends we are not the same,,,,,,
942,"@lauriejhouse It's the league of legends kpop-inspired virtual group KDA. They released their debut single two years ago and are now releasing an EP. This is a teaser for their new music video that's coming on the 28th. 

It's comprised of Western and Korean singers.",,,,,,
943,@atatabitata yet they've written a song about league of legends,,,,,,
944,"RT @NovagatsIRL: League of Legends, on the other hand, is a guarantee that you’re a nazi",,,,,,
947,Kobe is to basketball as Faker and Bjergsen is to League of Legends,,,,,,
948,"RT @JakeSucky: TSM Bjergsen has officially retired from League of Legends, and will now continue on as part owner and Head Coach for the te…",,,,,,
949,"@HourADayGamer Mine comes from my old league of legends team, any time I would start a team fight id just yell im doin it, and everyone know they better be ready to react because things were about to pop off, my friend jokingly suggested im make it my name, and 8 years later it still sticks!",,,,,,
952,the sims minecraft league of legends and counter strike,,,,,,
953,@OutrunMedalO I too am a professional League of Legends viewer,,,,,,
955,RT @chaseshaco: @IWDominateLoL yo could you refrain from tweeting things that are not related to league of legends/flaming pissrandoms than…,,,,,,
957,guys will play league of legends but their girl is in another league with a legend,,,,,,
958,RT @unfortunatelyb2: Top? Bottom? Didn't knew you played league of legends,,,,,,
960,"League of Legends, on the other hand, is a guarantee that you’re a nazi",,,,,,
962,Do I really wanna start playing League of Legends again?,,,,,,
965,"RT @FionnOnFire: When I started covering LCS live in 2015, @Bjergsen was one of the first players I ever interviewed.

I've always respecte…",,,,,,
966,who said that people who secondary peach and like sparkling water can't listen to ariana grande while playing league of legends?,,,,,,
967,RT @NateHillTV: I’m the best mobile league of legends player in the world,,,,,,
969,league of legends is the worst game of all time but i can't stop playing it. please any development studio give me a good competitive game. any genre. idfc.,,,,,,
970,Never opening league of legends again in my life,,,,,,
971,@Ghastly turns out they’re just playing league of legends with a great sound system,,,,,,
973,"@Bjergsen In my worst of times back in 2015, when I had to stay at home instead of completing high school, I was introduced to League of Legends on week in July and subsequently TSM through a few videos of hearing the glorious chant.",,,,,,
974,@cipherkai @hannahcrag League of legends.,,,,,,
976,"@DonHaci My Gf plays league of legends man, that sucks",,,,,,
977,@mittensyd I think it’s through the league of legends website. I just looked up how to do it online 😂,,,,,,
978,The average player treats league of legends like a game of amoung us.,,,,,,
979,Ah I’m loving League of Legends again 😩 can’t say I enjoy support as much as I use to.. but top lane tho 😏,,,,,,
