,Event ,District,Nature,How Received,Date,Time,Physical Contact,Less Lethal,Draw Weapon,Weapon Fired,Vehicle Pursuit,Foot Pursuit,Suspect Condition,Suspect Armed,Suspect Injured,Suspect Role,Officer Injured,Officer Exposed to BBP,Suspect Gender Female,Suspect Gender Male,Suspect Age,"Suspect Race Caucasian, Non-Hispanic","Suspect Race  Caucasian, Hispanic","Suspect Race African American, Non-Hispanic","Suspect Race African American, Hispanic","Suspect Race Indian/Alaskan Native, Non-Hispanic","Suspect Race Indian/Alaskan Native, Hispanic","Suspect Race Asian/Pacific Islander, Non-Hispanic","Suspect Race Asian/Pacific Islander, Hispanic",Year
592,B18-47511,5,TRAFFIC STOP,OFFICER REPORT,2018-11-19 00:00:00,03:54:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,MENTIONED,NO,NO,1.0,0.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
593,B18-47847,3,WARRANT SERVICE,OFFICER REPORT,2018-11-21 00:00:00,1905-01-11 00:00:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
594,B18-48305,4,TRAFFIC STOP,OFFICER REPORT,2018-11-26 00:00:00,1901-03-09 00:00:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,INVOLVED,NO,NO,0.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
595,B18-48552,4,TRAFFIC STOP,OFFICER REPORT,2018-11-28 00:00:00,1900-05-17 00:00:00,YES,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
596,B18-485656,3,SERVICE IP,911,2018-11-28 00:00:00,1906-01-30 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,INVOLVED,NO,NO,1.0,0.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
597,B18-47530,5,DOMESTIC ,911,2018-11-29 00:00:00,1902-10-22 00:00:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
598,B18-48786,2,BURGLARY IP,911,2018-11-29 00:00:00,1905-06-30 00:00:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,INVOLVED,NO,NO,1.0,0.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
599,B18-48855,4,WARRANT SERVICE,TELEPHONE,2018-11-30 00:00:00,1902-11-10 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
600,B18-49107,5,DISTRUBANCE,TELEPHONE,2018-12-01 00:00:00,1905-08-06 00:00:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,INVOLVED,NO,NO,0.0,1.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
601,B18-49588,5,TRAFFIC STOP,OFFICER REPORT,2018-12-05 00:00:00,1900-07-29 00:00:00,YES,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
602,B18-49580,2,DRUNK,TELEPHONE,2018-12-05 00:00:00,1900-04-18 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
603,B18-49829,5,DISTURBANCE,OFFICER REPORT,2018-12-06 00:00:00,1905-07-21 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
604,B18-49763,5,JUVENILE,TELEPHONE,2018-12-06 00:00:00,09:46:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTURBED,NO,NO,INVOLVED,NO,NO,0.0,1.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
605,B18-50007,2,INTOXICATION,TELEPHONE,2018-12-07 00:00:00,1906-03-06 00:00:00,NO,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
606,B18-49868,3,WARRANT SERVICE,OFFICER REPORT,2018-12-07 00:00:00,1900-02-10 00:00:00,YES,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
607,B18-50187,1,WELFARE CHECK,TELEPHONE,2018-12-09 00:00:00,1901-07-01 00:00:00,YES,NO,NO,NO,NO,NO,MENTALLY DISTRUBED,NO,NO,IMMEDIATE DETENTION,NO,NO,1.0,0.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018
608,B18-50702,5,DISTURBANCE,OFFICER REPORT,2018-12-13 00:00:00,1900-09-07 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
609,B18-50875,3,WEAPON IP,TELEPHONE,2018-12-14 00:00:00,1902-11-10 00:00:00,YES,NO,YES,NO,NO,NO,MENTALLY DISTRUBED,NO,YES,IMMEDIATE DETENTION,NO,NO,0.0,1.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
610,B18-51200,5,WELFARE CHECK,TELEPHONE,2018-12-16 00:00:00,1905-07-22 00:00:00,NO,YES,YES,NO,NO,NO,UNKNOWN,NO,YES,ARRESTEE,NO,YES,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
611,B18-51116,1,WELFARE CHECK,911,2018-12-16 00:00:00,1900-05-07 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
612,B18-51400,4,SUSPICIOUS ACT,OFFICER REPORT,2018-12-18 00:00:00,1903-11-14 00:00:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,INVOLVED,NO,NO,1.0,0.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
613,B18-52129,3,DISTURBANCE,TELEPHONE,2018-12-24 00:00:00,1904-09-09 00:00:00,YES,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,ARRESTED,NO,NO,0.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
614,B18-52447,5,SUSPICIOUS ACT,TELEPHONE,2018-12-28 00:00:00,1900-01-01 00:00:00,NO,NO,YES,NO,NO,NO,UNKNOWN,NO,NO,ARRESTEE,NO,NO,0.0,1.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
615,B18-52657,4,DOMESTIC,911,2018-12-29 00:00:00,1906-01-30 00:00:00,YES,NO,YES,NO,NO,NO,INTOXICATED,NO,NO,INVOLVED,NO,NO,0.0,1.0,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
616,B18-52680,1,DISTURBANCE,OFFICER REPORT,2018-12-30 00:00:00,1900-11-26 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
617,B18-52834,1,INTOXICATION,TELEPHONE,2018-12-31 00:00:00,1905-01-06 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
618,B18-52833,3,DISTURBANCE,911,2018-12-31 00:00:00,1904-12-24 00:00:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
619,B16-00007,4,Drunk,Officer Report,2016-01-01 00:00:00,01:23:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
620,B16-00250,5,Suspicious Activity,Officer Report,2016-01-03 00:00:00,00:26:00,NO,NO,YES,NO,NO,YES,Normal,NO,NO,Juv Reference,NO,NO,0.0,1.0,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
621,B16-00256,1,Assault,911,2016-01-03 00:00:00,02:45:00,YES,NO,NO,NO,NO,YES,Intoxicated,NO,NO,Arrestee,NO,YES,1.0,0.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
622,B16-00256,1,Assault,911,2016-01-03 00:00:00,02:45:00,NO,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
623,B16-00743,3,Traffic Stop,Officer Report,2016-01-07 00:00:00,21:00:00,NO,NO,NO,NO,NO,YES,Normal,NO,NO,Arrestee,NO,NO,1.0,0.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
624,B16-00743,3,Traffic Stop,Officer Report,2016-01-07 00:00:00,21:00:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Arrestee,NO,NO,0.0,1.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
625,B16-00197,3,Burglary,Officer Report,2016-01-08 00:00:00,14:40:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
626,B16-01079,1,Robbery,Telephone,2016-01-09 00:00:00,12:06:00,YES,NO,YES,NO,NO,NO,Unknown,YES,NO,Arrestee,NO,NO,0.0,1.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
627,B15-53281,4,Burglary,Telephone,2016-01-13 00:00:00,09:21:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Mentioned,NO,NO,0.0,1.0,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
628,B16-01551,4,Vehicle Theft,911,2016-01-13 00:00:00,09:21:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Mentioned,NO,NO,0.0,1.0,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
629,B16-01697,4,Suspicious Activity,911,2016-01-14 00:00:00,13:45:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
630,B16-02052,4,Domestic,911,2016-01-16 00:00:00,15:01:00,YES,NO,NO,NO,NO,YES,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
631,B16-02916,4,Burglary,911,2016-01-23 00:00:00,03:06:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Arrestee,NO,NO,0.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
632,B16-02916,4,Burglary,911,2016-01-23 00:00:00,03:06:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Mentioned,NO,NO,0.0,1.0,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
633,B16-03085,2,Disturbance,911,2016-01-24 00:00:00,07:45:00,YES,NO,NO,NO,NO,NO,Mentally Disturbed,YES,YES,Mentioned,NO,YES,1.0,0.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
634,B16-03466,3,Welfare Check,Telephone,2016-01-27 00:00:00,03:02:00,YES,NO,YES,NO,NO,NO,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
635,B16-03523,5,Panhandling,Telephone,2016-01-27 00:00:00,14:24:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Complainant,NO,NO,1.0,0.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
636,B16-03472,3,Robbery,911,2016-01-28 00:00:00,23:50:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Juv Referral,NO,NO,0.0,1.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
637,B16-03605,1,Alarm,Telephone,2016-01-28 00:00:00,05:08:00,YES,NO,NO,NO,NO,NO,Intoxicated,YES,YES,Juv Referral,NO,NO,0.0,1.0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
638,B16-03728,4,Service,Officer Report,2016-01-29 00:00:00,23:46:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Juv Referral,NO,NO,0.0,1.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
639,B16-04308,5,Warrant Service,Telephone,2016-02-01 00:00:00,22:13:00,NO,NO,YES,NO,NO,YES,Intoxicated,YES,YES,Arrestee,NO,NO,0.0,1.0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
640,B16-04308,5,Warrant Service,Telephone,2016-02-01 00:00:00,22:13:00,NO,YES,YES,NO,NO,YES,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
641,B16-05168,3,Theft,911,2016-02-09 00:00:00,17:10:00,YES,NO,NO,NO,NO,NO,Normal,NO,NO,Juv Referral,NO,NO,0.0,1.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
642,B16-05204,3,Alarm,Telephone,2016-02-09 00:00:00,04:00:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
643,B16-05391,3,Welfare Check,Telephone,2016-02-11 00:00:00,21:05:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Mentioned,NO,NO,0.0,1.0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
644,B16-05641,1,Welfare Check,Telephone,2016-02-13 00:00:00,20:00:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
645,B16-05881,3,Theft,911,2016-02-15 00:00:00,18:14:00,YES,NO,NO,NO,NO,YES,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
646,B16-06101,3,Theft,911,2016-02-17 00:00:00,15:19:00,YES,NO,NO,NO,NO,YES,Normal,NO,YES,Mentioned,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
647,B16-06114,MCSO,Service,Telephone,2016-02-17 00:00:00,16:47:00,NO,NO,NO,NO,NO,NO,Unknown,NO,NO,Mentioned,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
648,B16-06394,1,Welfare Check,911,2016-02-19 00:00:00,18:30:00,YES,NO,NO,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
649,B16-06582,MCSO,Fight,Telephone,2016-02-20 00:00:00,20:00:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
650,B16-07108,4,Mental Health,Telephone,2016-02-24 00:00:00,14:13:00,YES,NO,NO,NO,NO,YES,Mentally Disturbed,YES,NO,Arrestee,NO,NO,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
651,B16-07896,5,Theft,911,2016-03-01 00:00:00,16:10:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
652,B16-07951,5,Domestic,911,2016-03-02 00:00:00,00:46:00,NO,NO,YES,NO,NO,NO,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
653,B16-08092,4,Domestic,911,2016-03-03 00:00:00,00:26:00,YES,NO,YES,NO,NO,NO,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
654,B16-08407,5,Welfare Check,Telephone,2016-03-05 00:00:00,00:40:00,NO,NO,YES,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
655,B16-08424,1,Disturbance,911,2016-03-05 00:00:00,03:20:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
656,B16-08857,5,Trespass,911,2016-03-08 00:00:00,06:56:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,1.0,0.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
657,B16-09294,5,Weapons,911,2016-03-10 00:00:00,21:25:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Involved,NO,NO,0.0,1.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
658,B16-09489,1,Service,911,2016-03-12 00:00:00,03:42:00,YES,NO,NO,NO,NO,NO,Unknown,NO,NO,Arrestee,NO,YES,0.0,1.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
659,B16-09562,2,Disturbance,Telephone,2016-03-12 00:00:00,16:59:00,YES,NO,NO,NO,NO,YES,Intoxicated,NO,NO,Arrestee,YES,YES,0.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
660,B16-09618,2,Fight,911,2016-03-13 00:00:00,00:39:00,NO,NO,YES,NO,NO,NO,Intoxicated,NO,NO,Witness,NO,NO,0.0,1.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
661,B16-09618,2,Fight,911,2016-03-13 00:00:00,00:39:00,YES,NO,NO,NO,NO,NO,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
662,B16-09943,5,Welfare Check,Telephone,2016-03-15 00:00:00,18:05:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Involved,NO,NO,0.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
663,B16-10225,1,Suspicious Activity,Officer Report,2016-03-18 00:00:00,03:25:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
664,B16-10369,5,Welfare Check,Telephone,2016-03-20 00:00:00,02:44:00,NO,NO,YES,NO,NO,NO,Intoxicated,YES,NO,Suspect,NO,NO,0.0,1.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
665,B16-10536,4,Robbery,911,2016-03-20 00:00:00,16:00:00,NO,NO,YES,NO,NO,YES,Normal,YES,NO,Arrestee,NO,NO,1.0,0.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
666,B16-10688,3,Suspicious Activity,911,2016-03-21 00:00:00,19:40:00,YES,NO,NO,NO,NO,NO,Intoxicated/Mentally Disturbed,NO,NO,Arrestee,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
667,B16-10875,4,Burglary,Telephone,2016-03-23 00:00:00,12:18:00,YES,NO,NO,NO,NO,YES,Normal,NO,YES,Arrestee,NO,NO,0.0,1.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
668,B16-09855,3,Service,911,2016-03-27 00:00:00,03:27:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,YES,Arrestee,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
669,B16-11478,MCSO,Follow Up,Officer Report,2016-03-27 00:00:00,03:06:00,NO,NO,YES,NO,NO,YES,Normal,NO,NO,Mentioned,NO,NO,0.0,1.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
670,B16-11533,3,Weapons,911,2016-03-28 00:00:00,18:06:00,YES,NO,YES,NO,NO,NO,Normal,YES,NO,Arrestee/Suspect,NO,NO,0.0,1.0,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
671,B16-11902,1,Welfare Check,911,2016-03-30 00:00:00,18:09:00,YES,NO,NO,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,1.0,0.0,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
672,B17-12043,1,DRUNK,TELEPHONE,2017-04-01 00:00:00,08:31:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
673,B17-12028,5,BURGLARY IP,911,2017-04-01 00:00:00,02:04:00,YES,NO,NO,NO,NO,YES,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
674,B17-12212,4,WELFARE CHK,TELEPHONE,2017-04-02 00:00:00,19:39:00,YES,NO,NO,NO,NO,NO,NORMAL,NO,NO,MENTIONED,NO,NO,0.0,1.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
675,B17-12410,1,TRESPASS ,TELEPHONE,2017-04-04 00:00:00,08:30:00,YES,NO,NO,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
676,B17-12539,3,DOMESTIC IP,TELEPHONE,2017-04-05 00:00:00,02:17:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
677,B17-12613,4,ROBBERY IP,TELEPHONE,2017-04-05 00:00:00,17:46:00,NO,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,0.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017
678,B17-13182,4,WARRANT SERVICE,OFFICER REPORT,2017-04-09 00:00:00,21:13:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,YES,ARRESTEE,NO,NO,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
679,B17-13208,5,SUSP ACT,911 LINE,2017-04-10 00:00:00,21:25:00,NO,YES,YES,NO,NO,NO,INTOXICATED,NO,YES,ARRESTEE,NO,YES,0.0,1.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
680,B17-13235,5,FIGHT ,911 LINE,2017-04-10 00:00:00,17:20:00,YES,NO,YES,NO,NO,NO,NORMAL,YES,NO,ARRESTEE,NO,NO,0.0,1.0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
681,B17-13353,4,TRAFFIC STOP,OFFICER REPORT,2017-04-10 00:00:00,20:49:00,NO,NO,YES,NO,NO,YES,NORMAL,YES,NO,SUSPECT,NO,NO,0.0,1.0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
682,B17-13681,5,DOMESTIC ,911 LINE,2017-04-12 00:00:00,20:57:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
683,B17-13642,5,FRAUD,WALK-IN ,2017-04-13 00:00:00,19:13:00,NO,NO,YES,NO,NO,YES,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2017
684,B17-13866,MCSO,TRAFFIC STOP,OFFICER REPORT,2017-04-14 00:00:00,04:30:00,NO,NO,YES,NO,YES,YES,NORMAL,NO,NO,JUVENILE REFERRAL,NO,NO,0.0,1.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
685,B17-14165,2,DRUNK,TELEPHONE,2017-04-16 00:00:00,03:20:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,YES,ARRESTEE,YES,NO,1.0,0.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
686,B17-14168,1,DISTURBANCE,OFFICER REPORT,2017-04-16 00:00:00,03:17:00,YES,NO,NO,NO,NO,YES,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2017
687,B17-14168,1,DISTURBANCE,OFFICER REPORT,2017-04-16 00:00:00,03:17:00,YES,NO,NO,NO,NO,YES,INTOXICATED,NO,NO,ARRESTEE,NO,NO,1.0,0.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
688,B17-14279,5,WARRANT SERVICE,OFFICER REPORT,2017-04-17 00:00:00,07:26:00,NO,NO,YES,NO,NO,NO,NORMAL,NO,NO,ARRESTEE,NO,NO,0.0,1.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
689,B17-14350,4,DISTURBANCE IP,911,2017-04-17 00:00:00,15:43:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2017
690,B17-14353,1,WEAPONS IP,TELEPHONE,2017-04-17 00:00:00,16:14:00,YES,NO,YES,NO,YES,YES,MENTALLY DISTURBED,YES,YES,INVOLVED,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
691,B17-15162,5,ACCIDENT LSA IP,OFFICER REPORT,2017-04-21 00:00:00,23:34:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,YES,ARRESTEE,NO,NO,0.0,1.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2017
692,B17-15210,2,BURGLARY IP,TELEPHONE,2017-04-22 00:00:00,02:30:00,YES,NO,NO,NO,NO,NO,INTOXICATED,NO,NO,ARRESTEE,NO,NO,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
693,B17-15240,3,BURGLARY IP,911,2017-04-22 00:00:00,04:36:00,YES,YES,NO,NO,NO,NO,INTOXICATED,NO,YES,ARRESTEE,NO,NO,0.0,1.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
